,First Name,Last Name,About Author
1761,Greg,Doppmann,"Dr. Greg Doppmann received his BA and Ph.D. astronomy degrees from the University of Texas at Austin in 1994 and 2002. As an undergraduate, he developed a code that predicted the far-IR fluxes of selected asteroids used to calibrate the responsivity of a prototype bolometer array used aboard the Kuiper Airborne Observatory. As a graduate student, he was directly involved in infrared instrumentation, building two spectrographs and a dichroic speckle camera for the McDonald Observatory. Dr. Doppmann's thesis research under Dr. Dan Jaffe, was focused on star formation, where he characterized the physical properties of pre-main sequence stars from their high-resolution near-infrared spectra by matching key diagnostic photospheric lines to spectral synthesis models. As a National Research Council science fellow at NASA's Ames Research Center working with Dr.  Tom Greene, Dr. Doppmann expanded his spectral fitting technique to include more embedded protostellar sources and using additional diagnostic lines, afforded by data taken with NIRSPEC at Keck. In 2004, Dr. Doppmann joined the science staff at the Gemini Observatory in Chile, where he was directly involved in upgrading GNIRS. In 2006, Greg moved to NOIRlab in Tucson where he began his research on planet formation by characterizing the dynamics and composition of inner disk regions (i.e., terrestrial planet-forming zones) surrounding protostars from high resolution L and M-band spectra and detailed fits to circumstellar model spectra. Currently, Dr. Doppmann is a Staff Astronomer with Keck Observatory, where he is the instrument scientist for NIRSPEC and HIRES."
1762,Vanessa,Giancamilli,
1763,Kristin,Kest,
1764,Gary,Snyder,"Gary Snyder is an American poet, essayist, lecturer, and environmental activist. His early poetry has been associated with the Beat Generation and the San Francisco Renaissance and he has been described as the ""poet laureate of Deep Ecology"". Snyder is a winner of a Pulitzer Prize for Poetry and the American Book Award. His work, in his various roles, reflects an immersion in both Buddhist spirituality and nature. He has translated literature into English from ancient Chinese and modern Japanese. For many years, Snyder was an academic at the University of California, Davis, and for a time served as a member of the California Arts Council."
1765,Leland,Mansuetti,
1766,Keith,Weidkamp,
1767,William,T. Hornaday,"From Wikipedia:William Temple Hornaday, Sc.D. was an American zoologist, conservationist, taxidermist, and author. He served as the first director of the New York Zoological Park, known today as the Bronx Zoo, and he was a pioneer in the early wildlife conservation movement in the United States."
1768,Daniel,Duane,"Daniel Duane is the author of two novels and four books of non-fiction, including the memoir Caught Inside: A Surfer’s Year on the California Coast. He hosts the Sony Music podcast Reunion: Shark Attacks in Paradise, a co-production of HyperObject Industries and Little Everywhere. Duane has written journalism about everything from politics and food to rock-climbing and social justice, and for publications ranging from The New York Times Magazine to Wired, GQ, Esquire, Outside, and Bon Appetit. Duane won a 2012 National Magazine Award for an article about cooking with Chef  Thomas Keller and has twice been a finalist for a James Beard Award. Duane holds a PhD in American Literature from UC Santa Cruz and has taught writing for the Bread Loaf Environmental Writers’ Conference, University of California Santa Cruz, and the MFA program at San Francisco State University. He lives in San Francisco with his wife, the writer  Elizabeth Weil, and their two daughters. "
1769,Jon,Krakauer,"Jon Krakauer is an American writer and mountaineer, well-known for outdoor and mountain-climbing writing.https://www.facebook.com/jonkrakauer"
1770,John,Eldredge,
1771,Jung,Chang,"Jung Chang (Chinese: 張戎) is a Chinese-British writer now living in London, best known for her family autobiography Wild Swans, selling over 10 million copies worldwide but banned in the People's Republic of China.Her 832-page biography of  Mao Zedong, Mao: The Unknown Story, written with her husband, the Irish historian  Jon Halliday, was published in June 2005."
1772,Nelson,DeMille,"Nelson Richard DeMille was an American author of action adventure and suspense novels. His novels include Plum Island, The Charm School, and The General's Daughter. DeMille also wrote under the pen names  Jack Cannon,  Kurt Ladner, Ellen Kay and Brad Matthews."
1773,Catherine,Coulter,
1774,Jack,London,"John Griffith Chaney, better known as Jack London, was an American novelist, journalist and activist. A pioneer of commercial fiction and American magazines, he was one of the first American authors to become an international celebrity and earn a large fortune from writing. He was also an innovator in the genre that would later become known as science fiction.London was part of the radical literary group ""The Crowd"" in San Francisco and a passionate advocate of animal rights, workers’ rights and socialism. London wrote several works dealing with these topics, such as his dystopian novel The Iron Heel, his non-fiction exposé The People of the Abyss, War of the Classes, and Before Adam.His most famous works include The Call of the Wild and White Fang, both set in Alaska and the Yukon during the Klondike Gold Rush, as well as the short stories ""To Build a Fire"", ""An Odyssey of the North"", and ""Love of Life"". He also wrote about the South Pacific in stories such as ""The Pearls of Parlay"" and ""The Heathen""."
1775,Avi,,"Avi is a pen name for Edward Irving Wortis, but he says, ""The fact is, Avi is the only name I use."" Born in 1937, Avi has created many fictional favorites such as 
The True Confessions of Charlotte Doyle,
 
Nothing but the Truth,
 and the Crispin series. His work is popular among readers young and old."
1776,Judy,Sierra,
1777,Marc,Brown,"Marc Tolon Brown is perhaps best known for his series of children's books about Arthur the aardvark, which was turned into an animated television show on PBS. Brown is a three-time Emmy Award winner, for his role on the television show inspired by his books. He lives on Martha's Vineyard and in New York City with his wife, Laurie Krasny Brown. He has three children, sons Tolon and Tucker, and daughter Eliza. The names of his two sons have been hidden in all of the Arthur books except for one: Arthur's Tooth."
1778,Dan,Saffer,
1779,Jeffrey,Veen,"Jeff is design partner and head of platform at True. He brings his design and product experience, management skills of large-scale programs, and common sense knowledge of being a founder to the mission and initiatives of True's Founder Platform."
1780,Charles,P. Rubenstein,
1781,Benson,H. Tongue,
1782,Sheri,D. Sheppard,
1783,American,Library Association,
1784,Jason,Whittaker,
1785,William,E. Hawkins,
1786,Gail,Junion-Metz,
1787,Brad,Stephens,
1788,Kelly,Goto,
1789,Emily,Cotler,"Emily Cotler is a graphic designer, web designer, journalist, and novelist. A designer since the late 1980s (remember rubdown lettering and stat camera separations?), she is in high demand for both web and print work. Focusing primarily on smaller sites for individual creative professionals and small enterprises, Emily specializes in creating (or re-creating, as the case may be) a positive web presence for smaller budgets. Her clients include New York Times best-selling authors  Julia Quinn and  Susan Andersen, and many small but thriving companies, including L.A.-based entertainment booking agency Artist Booking International, Denver-based technical writing firm Pomegranate Consulting, and Seattle-based Kira Stewart Photography. A regular contributor to Publish Magazine since 1998, Emily is known for her accessible style and readability ¿ dry topics come alive, interesting topics come off the page. She currently has a 40-foot commute to Waxcreative Design in Oakland, California, where she reigns as creative directrix. Her preferred method of escape from cyberspace includes a snowboard and a Colorado mountain."
1790,Jesse,James Garrett,
1791,Mike,Kuniavsky,
1792,Barbara,Ehrenreich,
1793,Joan,Holden,
1794,Polly,Toynbee,"Polly Toynbee (born Mary Louisa Toynbee, 27 December 1946) is a British journalist and writer, and has been a columnist for The Guardian newspaper since 1998. She is a social democrat and broadly supports the Labour Party, while urging it in many areas to be more left-wing, though during the 2010 general election she urged a tactical vote in support of the Liberal Democrats in an attempt to bring about a Lab-Lib coalition in support of proportional representation. She was appointed President of the British Humanist Association in July 2007. In 2007 she was named 'Columnist of the Year' at the British Press Awards."
